Product_ID,Product_Name,Category,Brand,Price,Rating,Description,Seller,City,State,Stock_Quantity,Discount_Percentage
P04518,Dell Laptop Model 1827,Laptops,Dell,20662,4.6,Dell laptops product with premium features.,Seller_261,Kolkata,Maharashtra,174,56
P04519,Bata Footwea Model 7510,Footwear,Bata,129612,3.1,Bata footwear product with premium features.,Seller_70,Delhi,Gujarat,17,29
P04520,Xiaomi Mobile Model 8794,Mobiles,Xiaomi,116667,3.6,Xiaomi mobiles product with premium features.,Seller_225,Hyderabad,Maharashtra,183,64
P04521,Samsung Home Appliance Model 4003,Home Appliances,Samsung,3690,3.4,Samsung home appliances product with premium features.,Seller_7,Kolkata,Telangana,250,67
P04522,Nike Footwea Model 9842,Footwear,Nike,44797,3.5,Nike footwear product with premium features.,Seller_306,Ahmedabad,West Bengal,475,22
P04523,Puma Footwea Model 5696,Footwear,Puma,122283,3.1,Puma footwear product with premium features.,Seller_473,Kolkata,Karnataka,295,53
P04524,Puma Footwea Model 6055,Footwear,Puma,25135,4.4,Puma footwear product with premium features.,Seller_159,Chennai,Delhi,231,45
P04525,Lenovo Laptop Model 7364,Laptops,Lenovo,79059,4.9,Lenovo laptops product with premium features.,Seller_153,Delhi,Gujarat,165,17
P04526,Noise Electronic Model 9988,Electronics,Noise,13021,4.4,Noise electronics product with premium features.,Seller_418,Chennai,Maharashtra,390,13
P04527,Realme Mobile Model 7190,Mobiles,Realme,125164,4.8,Realme mobiles product with premium features.,Seller_404,Bengaluru,Tamil Nadu,442,44
P04528,Realme Mobile Model 7635,Mobiles,Realme,112450,3.6,Realme mobiles product with premium features.,Seller_216,Ahmedabad,Maharashtra,332,47
P04529,Vivo Mobile Model 6878,Mobiles,Vivo,139774,3,Vivo mobiles product with premium features.,Seller_312,Bengaluru,Tamil Nadu,376,26
P04530,Apple Mobile Model 3759,Mobiles,Apple,68240,3.9,Apple mobiles product with premium features.,Seller_360,Pune,Delhi,388,62
P04531,Roadster Clothin Model 7117,Clothing,Roadster,13831,3.5,Roadster clothing product with premium features.,Seller_321,Hyderabad,West Bengal,381,44
P04532,Adidas Footwea Model 4049,Footwear,Adidas,54449,4.6,Adidas footwear product with premium features.,Seller_296,Delhi,Delhi,153,46
P04533,Lenovo Laptop Model 5359,Laptops,Lenovo,118806,3.1,Lenovo laptops product with premium features.,Seller_40,Chennai,Gujarat,450,43
P04534,Noise Electronic Model 8791,Electronics,Noise,35289,3.8,Noise electronics product with premium features.,Seller_275,Pune,Gujarat,327,25
P04535,Lenovo Laptop Model 2481,Laptops,Lenovo,121930,3.2,Lenovo laptops product with premium features.,Seller_57,Kolkata,Gujarat,82,65
P04536,Noise Electronic Model 9602,Electronics,Noise,121591,4.9,Noise electronics product with premium features.,Seller_129,Ahmedabad,Telangana,370,23
P04537,Asus Laptop Model 502,Laptops,Asus,55117,4.4,Asus laptops product with premium features.,Seller_177,Hyderabad,Telangana,286,56
P04538,Sony Electronic Model 6870,Electronics,Sony,138346,3.2,Sony electronics product with premium features.,Seller_445,Bengaluru,Maharashtra,407,19
P04539,Acer Laptop Model 4696,Laptops,Acer,23964,4.5,Acer laptops product with premium features.,Seller_365,Delhi,West Bengal,114,17
P04540,LG Home Appliance Model 6518,Home Appliances,LG,48908,3.7,LG home appliances product with premium features.,Seller_351,Hyderabad,Gujarat,374,12
P04541,Whirlpool Home Appliance Model 4598,Home Appliances,Whirlpool,89880,3.7,Whirlpool home appliances product with premium features.,Seller_33,Delhi,Karnataka,275,67
P04542,HP Laptop Model 4380,Laptops,HP,1242,3.1,HP laptops product with premium features.,Seller_119,Chennai,Telangana,115,3
P04543,Dell Laptop Model 8375,Laptops,Dell,39794,3.9,Dell laptops product with premium features.,Seller_98,Chennai,West Bengal,155,1
P04544,Wrogn Clothin Model 9595,Clothing,Wrogn,143603,4.9,Wrogn clothing product with premium features.,Seller_185,Ahmedabad,Maharashtra,218,64
P04545,Philips Home Appliance Model 2381,Home Appliances,Philips,24515,3.4,Philips home appliances product with premium features.,Seller_400,Chennai,Maharashtra,268,53
P04546,Acer Laptop Model 6781,Laptops,Acer,140872,3.6,Acer laptops product with premium features.,Seller_150,Bengaluru,Karnataka,224,49
P04547,Vivo Mobile Model 8682,Mobiles,Vivo,141402,3.3,Vivo mobiles product with premium features.,Seller_11,Delhi,Gujarat,185,69
P04548,Adidas Footwea Model 8630,Footwear,Adidas,76184,3.8,Adidas footwear product with premium features.,Seller_478,Bengaluru,Telangana,107,9
P04549,Adidas Footwea Model 4099,Footwear,Adidas,4610,4.7,Adidas footwear product with premium features.,Seller_151,Kolkata,Maharashtra,52,60
P04550,Asus Laptop Model 2594,Laptops,Asus,135080,4.5,Asus laptops product with premium features.,Seller_121,Bengaluru,West Bengal,455,51
P04551,Roadster Clothin Model 904,Clothing,Roadster,135451,4.7,Roadster clothing product with premium features.,Seller_146,Ahmedabad,Karnataka,292,10
P04552,Boat Electronic Model 7196,Electronics,Boat,63093,3.5,Boat electronics product with premium features.,Seller_334,Bengaluru,Gujarat,348,4
P04553,HP Laptop Model 1100,Laptops,HP,25968,3.8,HP laptops product with premium features.,Seller_121,Kolkata,Telangana,91,18
P04554,Whirlpool Home Appliance Model 6044,Home Appliances,Whirlpool,83701,3.6,Whirlpool home appliances product with premium features.,Seller_149,Pune,Tamil Nadu,325,42
P04555,Bata Footwea Model 2594,Footwear,Bata,42986,4.8,Bata footwear product with premium features.,Seller_181,Mumbai,Gujarat,428,13
P04556,Boat Electronic Model 8479,Electronics,Boat,82140,4.1,Boat electronics product with premium features.,Seller_41,Pune,Telangana,374,53
P04557,Boat Electronic Model 1085,Electronics,Boat,48181,4.7,Boat electronics product with premium features.,Seller_457,Pune,Karnataka,214,2
P04558,Boat Electronic Model 7344,Electronics,Boat,68940,4.2,Boat electronics product with premium features.,Seller_172,Bengaluru,Tamil Nadu,424,13
P04559,Noise Electronic Model 2297,Electronics,Noise,82157,3.6,Noise electronics product with premium features.,Seller_494,Pune,Telangana,199,62
P04560,Whirlpool Home Appliance Model 5333,Home Appliances,Whirlpool,123674,4.7,Whirlpool home appliances product with premium features.,Seller_114,Delhi,Maharashtra,220,44
P04561,Xiaomi Mobile Model 4586,Mobiles,Xiaomi,40374,4.8,Xiaomi mobiles product with premium features.,Seller_397,Bengaluru,Karnataka,136,32
P04562,OnePlus Mobile Model 1349,Mobiles,OnePlus,18038,4.3,OnePlus mobiles product with premium features.,Seller_8,Ahmedabad,Gujarat,87,66
P04563,Puma Clothin Model 2867,Clothing,Puma,64231,4.3,Puma clothing product with premium features.,Seller_14,Chennai,West Bengal,476,3
P04564,Bata Footwea Model 7382,Footwear,Bata,25015,3.5,Bata footwear product with premium features.,Seller_174,Bengaluru,Delhi,336,25
P04565,OnePlus Mobile Model 1420,Mobiles,OnePlus,67073,3.9,OnePlus mobiles product with premium features.,Seller_390,Chennai,Karnataka,130,8
P04566,Acer Laptop Model 9150,Laptops,Acer,43771,3.6,Acer laptops product with premium features.,Seller_389,Delhi,Delhi,2,23
P04567,LG Home Appliance Model 5941,Home Appliances,LG,47746,3.1,LG home appliances product with premium features.,Seller_301,Chennai,Delhi,56,56
P04568,Nike Footwea Model 2069,Footwear,Nike,41697,3.8,Nike footwear product with premium features.,Seller_221,Delhi,Karnataka,494,5
P04569,Puma Clothin Model 7918,Clothing,Puma,60060,5,Puma clothing product with premium features.,Seller_70,Hyderabad,West Bengal,470,8
P04570,Acer Laptop Model 4938,Laptops,Acer,62849,3.1,Acer laptops product with premium features.,Seller_419,Delhi,Karnataka,23,21
P04571,Puma Footwea Model 9936,Footwear,Puma,104483,4.6,Puma footwear product with premium features.,Seller_404,Bengaluru,Tamil Nadu,117,64
P04572,Allen Solly Clothin Model 874,Clothing,Allen Solly,61108,4,Allen Solly clothing product with premium features.,Seller_202,Chennai,Karnataka,107,34
P04573,Acer Laptop Model 5938,Laptops,Acer,137805,3,Acer laptops product with premium features.,Seller_116,Pune,Tamil Nadu,210,32
P04574,Realme Mobile Model 9219,Mobiles,Realme,108162,4.3,Realme mobiles product with premium features.,Seller_425,Delhi,Tamil Nadu,332,5
P04575,Whirlpool Home Appliance Model 433,Home Appliances,Whirlpool,87514,4.9,Whirlpool home appliances product with premium features.,Seller_387,Hyderabad,West Bengal,261,63
P04576,Boat Electronic Model 5581,Electronics,Boat,7568,4.7,Boat electronics product with premium features.,Seller_61,Delhi,Delhi,238,62
P04577,HP Laptop Model 1072,Laptops,HP,13926,4,HP laptops product with premium features.,Seller_148,Hyderabad,Telangana,293,29
P04578,LG Home Appliance Model 1275,Home Appliances,LG,123943,3.2,LG home appliances product with premium features.,Seller_482,Hyderabad,Gujarat,365,1
P04579,Xiaomi Mobile Model 4297,Mobiles,Xiaomi,93765,3.8,Xiaomi mobiles product with premium features.,Seller_348,Hyderabad,Tamil Nadu,202,42
P04580,Noise Electronic Model 3509,Electronics,Noise,125830,3.6,Noise electronics product with premium features.,Seller_143,Kolkata,Telangana,193,0
P04581,Adidas Footwea Model 3690,Footwear,Adidas,103520,3.8,Adidas footwear product with premium features.,Seller_30,Hyderabad,Gujarat,451,60
P04582,Puma Clothin Model 2524,Clothing,Puma,2050,4.1,Puma clothing product with premium features.,Seller_279,Pune,Delhi,223,66
P04583,Samsung Home Appliance Model 8309,Home Appliances,Samsung,40629,3.7,Samsung home appliances product with premium features.,Seller_440,Delhi,Gujarat,273,36
P04584,Realme Mobile Model 3638,Mobiles,Realme,65066,4.5,Realme mobiles product with premium features.,Seller_60,Kolkata,Maharashtra,70,50
P04585,Whirlpool Home Appliance Model 8015,Home Appliances,Whirlpool,115945,3.7,Whirlpool home appliances product with premium features.,Seller_354,Kolkata,Telangana,287,37
P04586,LG Home Appliance Model 3655,Home Appliances,LG,26158,3.9,LG home appliances product with premium features.,Seller_205,Ahmedabad,Tamil Nadu,35,58
P04587,Levis Clothin Model 4386,Clothing,Levis,145389,3.1,Levis clothing product with premium features.,Seller_174,Bengaluru,Telangana,197,34
P04588,Acer Laptop Model 8540,Laptops,Acer,60601,4.5,Acer laptops product with premium features.,Seller_113,Pune,Delhi,489,45
P04589,Acer Laptop Model 6107,Laptops,Acer,35858,4.5,Acer laptops product with premium features.,Seller_452,Kolkata,Maharashtra,267,68
P04590,Levis Clothin Model 3062,Clothing,Levis,146799,4.7,Levis clothing product with premium features.,Seller_451,Bengaluru,Karnataka,360,3
P04591,Samsung Mobile Model 4260,Mobiles,Samsung,128444,4.7,Samsung mobiles product with premium features.,Seller_156,Ahmedabad,Karnataka,139,62
P04592,Asus Laptop Model 7689,Laptops,Asus,9982,3.6,Asus laptops product with premium features.,Seller_302,Pune,Tamil Nadu,213,58
P04593,LG Home Appliance Model 9982,Home Appliances,LG,81571,3.7,LG home appliances product with premium features.,Seller_406,Kolkata,Gujarat,172,61
P04594,Adidas Footwea Model 6406,Footwear,Adidas,24964,4.6,Adidas footwear product with premium features.,Seller_17,Bengaluru,Gujarat,351,32
P04595,Realme Mobile Model 7802,Mobiles,Realme,54194,4.8,Realme mobiles product with premium features.,Seller_206,Mumbai,Maharashtra,265,2
P04596,Puma Clothin Model 8241,Clothing,Puma,82552,3.9,Puma clothing product with premium features.,Seller_328,Hyderabad,Delhi,16,60
P04597,Sony Electronic Model 1805,Electronics,Sony,132120,4.3,Sony electronics product with premium features.,Seller_260,Ahmedabad,West Bengal,232,8
P04598,Noise Electronic Model 9540,Electronics,Noise,26740,3.8,Noise electronics product with premium features.,Seller_260,Ahmedabad,Delhi,118,52
P04599,Lenovo Laptop Model 1249,Laptops,Lenovo,31419,3.1,Lenovo laptops product with premium features.,Seller_276,Chennai,Telangana,284,53
P04600,Nike Footwea Model 2482,Footwear,Nike,101233,3.7,Nike footwear product with premium features.,Seller_245,Delhi,Tamil Nadu,425,8
P04601,Samsung Home Appliance Model 9714,Home Appliances,Samsung,31145,3.3,Samsung home appliances product with premium features.,Seller_252,Chennai,West Bengal,84,33
P04602,LG Home Appliance Model 6724,Home Appliances,LG,7070,4.3,LG home appliances product with premium features.,Seller_150,Mumbai,West Bengal,356,44
P04603,JBL Electronic Model 6127,Electronics,JBL,50971,3.9,JBL electronics product with premium features.,Seller_117,Pune,West Bengal,406,35
P04604,Asus Laptop Model 6921,Laptops,Asus,53567,3.2,Asus laptops product with premium features.,Seller_165,Chennai,Tamil Nadu,206,63
P04605,OnePlus Mobile Model 2119,Mobiles,OnePlus,114385,4.5,OnePlus mobiles product with premium features.,Seller_428,Hyderabad,Karnataka,280,12
P04606,Allen Solly Clothin Model 137,Clothing,Allen Solly,1551,3.1,Allen Solly clothing product with premium features.,Seller_376,Hyderabad,Maharashtra,401,56
P04607,Wrogn Clothin Model 839,Clothing,Wrogn,39357,3.5,Wrogn clothing product with premium features.,Seller_442,Mumbai,Maharashtra,372,54
P04608,Puma Clothin Model 7383,Clothing,Puma,127771,3.3,Puma clothing product with premium features.,Seller_211,Delhi,Delhi,375,64
P04609,JBL Electronic Model 5105,Electronics,JBL,40634,3.9,JBL electronics product with premium features.,Seller_106,Hyderabad,Karnataka,301,62
P04610,Samsung Home Appliance Model 6241,Home Appliances,Samsung,30421,4.6,Samsung home appliances product with premium features.,Seller_329,Ahmedabad,West Bengal,99,52
P04611,Puma Footwea Model 4619,Footwear,Puma,117046,4.5,Puma footwear product with premium features.,Seller_188,Ahmedabad,Gujarat,286,31
P04612,Noise Electronic Model 1196,Electronics,Noise,15985,4.7,Noise electronics product with premium features.,Seller_166,Bengaluru,Tamil Nadu,381,18
P04613,Roadster Clothin Model 1003,Clothing,Roadster,113063,4.4,Roadster clothing product with premium features.,Seller_254,Ahmedabad,Maharashtra,285,41
P04614,Asus Laptop Model 133,Laptops,Asus,28300,4,Asus laptops product with premium features.,Seller_476,Bengaluru,West Bengal,10,32
P04615,Xiaomi Mobile Model 5837,Mobiles,Xiaomi,99132,4.9,Xiaomi mobiles product with premium features.,Seller_31,Pune,Karnataka,61,25
P04616,OnePlus Mobile Model 6601,Mobiles,OnePlus,129851,3.9,OnePlus mobiles product with premium features.,Seller_76,Ahmedabad,Gujarat,0,56
P04617,Xiaomi Mobile Model 7438,Mobiles,Xiaomi,123169,3.2,Xiaomi mobiles product with premium features.,Seller_221,Bengaluru,West Bengal,490,41
P04618,OnePlus Mobile Model 4943,Mobiles,OnePlus,47078,5,OnePlus mobiles product with premium features.,Seller_235,Delhi,Tamil Nadu,368,3
P04619,JBL Electronic Model 3551,Electronics,JBL,134443,4.1,JBL electronics product with premium features.,Seller_52,Ahmedabad,West Bengal,208,59
P04620,Adidas Footwea Model 2851,Footwear,Adidas,115223,3.1,Adidas footwear product with premium features.,Seller_378,Chennai,Karnataka,126,9
P04621,Adidas Footwea Model 9513,Footwear,Adidas,17795,3.6,Adidas footwear product with premium features.,Seller_159,Kolkata,Karnataka,453,61
P04622,Lenovo Laptop Model 6957,Laptops,Lenovo,14501,4.7,Lenovo laptops product with premium features.,Seller_197,Ahmedabad,Tamil Nadu,80,5
P04623,Sony Electronic Model 7240,Electronics,Sony,5920,3.8,Sony electronics product with premium features.,Seller_465,Mumbai,Karnataka,363,44
P04624,Vivo Mobile Model 3127,Mobiles,Vivo,103287,4.8,Vivo mobiles product with premium features.,Seller_122,Hyderabad,Maharashtra,359,60
P04625,HP Laptop Model 2312,Laptops,HP,40860,4.6,HP laptops product with premium features.,Seller_345,Pune,Gujarat,416,55
P04626,Bata Footwea Model 7234,Footwear,Bata,106715,4.9,Bata footwear product with premium features.,Seller_147,Pune,Karnataka,119,22
P04627,Levis Clothin Model 1966,Clothing,Levis,108269,5,Levis clothing product with premium features.,Seller_143,Bengaluru,Karnataka,114,21
P04628,Philips Home Appliance Model 1300,Home Appliances,Philips,122552,4.1,Philips home appliances product with premium features.,Seller_7,Chennai,Tamil Nadu,455,8
P04629,Acer Laptop Model 624,Laptops,Acer,87574,3.9,Acer laptops product with premium features.,Seller_96,Mumbai,Delhi,193,56
P04630,Philips Home Appliance Model 4959,Home Appliances,Philips,93857,3.7,Philips home appliances product with premium features.,Seller_191,Delhi,Telangana,56,40
P04631,Samsung Mobile Model 7316,Mobiles,Samsung,3217,5,Samsung mobiles product with premium features.,Seller_179,Chennai,Telangana,4,46
P04632,Acer Laptop Model 6219,Laptops,Acer,9767,4.1,Acer laptops product with premium features.,Seller_273,Ahmedabad,Gujarat,136,37
P04633,Xiaomi Mobile Model 3228,Mobiles,Xiaomi,90390,4.9,Xiaomi mobiles product with premium features.,Seller_301,Kolkata,West Bengal,88,40
P04634,Philips Home Appliance Model 9876,Home Appliances,Philips,39743,4.7,Philips home appliances product with premium features.,Seller_127,Chennai,Telangana,12,4
P04635,Adidas Footwea Model 5584,Footwear,Adidas,90958,3.1,Adidas footwear product with premium features.,Seller_45,Ahmedabad,Gujarat,389,57
P04636,JBL Electronic Model 1337,Electronics,JBL,52926,3.9,JBL electronics product with premium features.,Seller_267,Hyderabad,Tamil Nadu,171,27
P04637,Xiaomi Mobile Model 7543,Mobiles,Xiaomi,52173,3.5,Xiaomi mobiles product with premium features.,Seller_445,Hyderabad,Gujarat,444,42
P04638,LG Home Appliance Model 1183,Home Appliances,LG,129408,3.8,LG home appliances product with premium features.,Seller_82,Mumbai,Delhi,480,34
P04639,Nike Footwea Model 6599,Footwear,Nike,72973,4.4,Nike footwear product with premium features.,Seller_40,Chennai,Delhi,480,55
P04640,Levis Clothin Model 2576,Clothing,Levis,37297,3.3,Levis clothing product with premium features.,Seller_346,Hyderabad,Gujarat,230,5
P04641,Boat Electronic Model 139,Electronics,Boat,28403,3.5,Boat electronics product with premium features.,Seller_354,Mumbai,Delhi,298,56
P04642,Apple Mobile Model 9248,Mobiles,Apple,140610,3.5,Apple mobiles product with premium features.,Seller_397,Hyderabad,Delhi,229,38
P04643,LG Home Appliance Model 2324,Home Appliances,LG,105641,4,LG home appliances product with premium features.,Seller_250,Bengaluru,Maharashtra,372,1
P04644,LG Home Appliance Model 5402,Home Appliances,LG,135299,4.1,LG home appliances product with premium features.,Seller_304,Pune,Karnataka,436,65
P04645,Apple Mobile Model 2078,Mobiles,Apple,70493,3,Apple mobiles product with premium features.,Seller_111,Hyderabad,West Bengal,429,3
P04646,Puma Clothin Model 9158,Clothing,Puma,29739,4.4,Puma clothing product with premium features.,Seller_458,Pune,Karnataka,192,28
P04647,Roadster Clothin Model 7179,Clothing,Roadster,10270,4.3,Roadster clothing product with premium features.,Seller_493,Mumbai,Gujarat,120,8
P04648,OnePlus Mobile Model 6896,Mobiles,OnePlus,149300,3.6,OnePlus mobiles product with premium features.,Seller_12,Delhi,West Bengal,38,20
P04649,Wrogn Clothin Model 7440,Clothing,Wrogn,110930,4.6,Wrogn clothing product with premium features.,Seller_74,Mumbai,Delhi,361,44
P04650,Samsung Home Appliance Model 6596,Home Appliances,Samsung,41899,3.1,Samsung home appliances product with premium features.,Seller_419,Hyderabad,Tamil Nadu,260,33
P04651,Whirlpool Home Appliance Model 9911,Home Appliances,Whirlpool,19920,4.7,Whirlpool home appliances product with premium features.,Seller_200,Pune,Gujarat,296,19
P04652,Xiaomi Mobile Model 3771,Mobiles,Xiaomi,21017,4.4,Xiaomi mobiles product with premium features.,Seller_133,Kolkata,Karnataka,213,45
P04653,Nike Footwea Model 6974,Footwear,Nike,102729,3.7,Nike footwear product with premium features.,Seller_436,Mumbai,Delhi,11,36
P04654,Whirlpool Home Appliance Model 1039,Home Appliances,Whirlpool,79782,3.5,Whirlpool home appliances product with premium features.,Seller_257,Kolkata,Karnataka,332,12
P04655,Puma Footwea Model 5862,Footwear,Puma,10644,4.1,Puma footwear product with premium features.,Seller_74,Chennai,Delhi,406,16
P04656,Dell Laptop Model 476,Laptops,Dell,123969,5,Dell laptops product with premium features.,Seller_139,Ahmedabad,Telangana,130,12
P04657,Asus Laptop Model 1717,Laptops,Asus,57333,4.3,Asus laptops product with premium features.,Seller_292,Chennai,Gujarat,429,46
P04658,Puma Footwea Model 5352,Footwear,Puma,142928,3.8,Puma footwear product with premium features.,Seller_259,Pune,West Bengal,165,64
P04659,Acer Laptop Model 4120,Laptops,Acer,82164,4.8,Acer laptops product with premium features.,Seller_19,Bengaluru,Karnataka,138,35
P04660,Asus Laptop Model 8537,Laptops,Asus,139340,3.7,Asus laptops product with premium features.,Seller_280,Mumbai,Tamil Nadu,88,1
P04661,Bata Footwea Model 6209,Footwear,Bata,100147,4.2,Bata footwear product with premium features.,Seller_92,Chennai,West Bengal,468,53
P04662,Asus Laptop Model 7236,Laptops,Asus,43089,3.3,Asus laptops product with premium features.,Seller_213,Bengaluru,Maharashtra,412,22
P04663,Puma Footwea Model 3879,Footwear,Puma,66966,3.2,Puma footwear product with premium features.,Seller_106,Chennai,Karnataka,325,60
P04664,LG Home Appliance Model 2737,Home Appliances,LG,35479,4.8,LG home appliances product with premium features.,Seller_10,Mumbai,Gujarat,232,63
P04665,Vivo Mobile Model 538,Mobiles,Vivo,110529,3.3,Vivo mobiles product with premium features.,Seller_152,Chennai,Gujarat,468,2
P04666,Asus Laptop Model 9461,Laptops,Asus,75341,3.5,Asus laptops product with premium features.,Seller_115,Chennai,West Bengal,109,35
P04667,Vivo Mobile Model 4718,Mobiles,Vivo,64972,4.2,Vivo mobiles product with premium features.,Seller_16,Bengaluru,Delhi,486,30
P04668,Boat Electronic Model 8760,Electronics,Boat,113331,4.7,Boat electronics product with premium features.,Seller_384,Kolkata,Telangana,438,6
P04669,Bata Footwea Model 8068,Footwear,Bata,67671,3.9,Bata footwear product with premium features.,Seller_331,Delhi,Gujarat,26,12
P04670,Vivo Mobile Model 1107,Mobiles,Vivo,77703,3,Vivo mobiles product with premium features.,Seller_118,Hyderabad,Delhi,379,59
P04671,Samsung Home Appliance Model 6559,Home Appliances,Samsung,4976,4.6,Samsung home appliances product with premium features.,Seller_329,Ahmedabad,Telangana,364,60
P04672,Whirlpool Home Appliance Model 3732,Home Appliances,Whirlpool,49684,4.7,Whirlpool home appliances product with premium features.,Seller_383,Hyderabad,Delhi,68,41
P04673,Acer Laptop Model 3802,Laptops,Acer,34291,3.3,Acer laptops product with premium features.,Seller_66,Chennai,Gujarat,252,61
P04674,Adidas Footwea Model 7570,Footwear,Adidas,119885,3.5,Adidas footwear product with premium features.,Seller_229,Chennai,Maharashtra,84,13
P04675,JBL Electronic Model 3158,Electronics,JBL,24739,3.2,JBL electronics product with premium features.,Seller_474,Hyderabad,Tamil Nadu,158,55
P04676,Xiaomi Mobile Model 6300,Mobiles,Xiaomi,50002,4.1,Xiaomi mobiles product with premium features.,Seller_299,Kolkata,West Bengal,392,68
P04677,Puma Footwea Model 2989,Footwear,Puma,4444,4.5,Puma footwear product with premium features.,Seller_408,Hyderabad,Telangana,169,31
P04678,Roadster Clothin Model 9833,Clothing,Roadster,81845,3.9,Roadster clothing product with premium features.,Seller_244,Pune,Telangana,295,31
P04679,Sony Electronic Model 8721,Electronics,Sony,89515,3.5,Sony electronics product with premium features.,Seller_331,Pune,Delhi,498,40
P04680,Wrogn Clothin Model 1430,Clothing,Wrogn,110317,4.4,Wrogn clothing product with premium features.,Seller_361,Ahmedabad,Tamil Nadu,486,37
P04681,Bata Footwea Model 7509,Footwear,Bata,138013,4.3,Bata footwear product with premium features.,Seller_35,Kolkata,Delhi,367,53
P04682,Boat Electronic Model 3783,Electronics,Boat,85644,4.2,Boat electronics product with premium features.,Seller_149,Chennai,Gujarat,299,17
P04683,Boat Electronic Model 1980,Electronics,Boat,147171,3.7,Boat electronics product with premium features.,Seller_225,Delhi,Delhi,487,42
P04684,Boat Electronic Model 1531,Electronics,Boat,73904,3.9,Boat electronics product with premium features.,Seller_254,Ahmedabad,Tamil Nadu,216,17
P04685,Adidas Footwea Model 8376,Footwear,Adidas,99670,4.8,Adidas footwear product with premium features.,Seller_181,Hyderabad,Gujarat,491,63
P04686,Noise Electronic Model 9442,Electronics,Noise,22815,4.4,Noise electronics product with premium features.,Seller_284,Delhi,Gujarat,442,17
P04687,Samsung Mobile Model 9113,Mobiles,Samsung,32627,3,Samsung mobiles product with premium features.,Seller_16,Mumbai,West Bengal,130,22
P04688,Philips Home Appliance Model 6919,Home Appliances,Philips,15426,3.8,Philips home appliances product with premium features.,Seller_164,Mumbai,Karnataka,250,41
P04689,Whirlpool Home Appliance Model 1864,Home Appliances,Whirlpool,66715,4.7,Whirlpool home appliances product with premium features.,Seller_393,Pune,Tamil Nadu,358,50
P04690,Nike Footwea Model 329,Footwear,Nike,134320,3,Nike footwear product with premium features.,Seller_366,Hyderabad,West Bengal,481,45
P04691,Philips Home Appliance Model 3104,Home Appliances,Philips,71837,3.3,Philips home appliances product with premium features.,Seller_90,Ahmedabad,Gujarat,344,37
P04692,Noise Electronic Model 7039,Electronics,Noise,91936,4.4,Noise electronics product with premium features.,Seller_66,Hyderabad,Gujarat,264,25
P04693,Realme Mobile Model 1983,Mobiles,Realme,120003,3.2,Realme mobiles product with premium features.,Seller_238,Delhi,West Bengal,169,8
P04694,Dell Laptop Model 4294,Laptops,Dell,54214,4.5,Dell laptops product with premium features.,Seller_121,Chennai,Delhi,483,55
P04695,Puma Footwea Model 7431,Footwear,Puma,127192,4,Puma footwear product with premium features.,Seller_109,Hyderabad,West Bengal,402,16
P04696,Puma Footwea Model 8816,Footwear,Puma,126680,3.6,Puma footwear product with premium features.,Seller_106,Mumbai,Maharashtra,153,56
P04697,LG Home Appliance Model 4306,Home Appliances,LG,563,3.9,LG home appliances product with premium features.,Seller_245,Mumbai,West Bengal,458,23
P04698,LG Home Appliance Model 6865,Home Appliances,LG,22670,4.9,LG home appliances product with premium features.,Seller_296,Pune,Telangana,431,33
P04699,Bata Footwea Model 6855,Footwear,Bata,130725,4.7,Bata footwear product with premium features.,Seller_140,Ahmedabad,Delhi,406,11
P04700,Nike Footwea Model 2889,Footwear,Nike,76276,4.5,Nike footwear product with premium features.,Seller_189,Kolkata,Telangana,256,31
P04701,Boat Electronic Model 3672,Electronics,Boat,40574,3.7,Boat electronics product with premium features.,Seller_101,Kolkata,Gujarat,469,47
P04702,Sony Electronic Model 6037,Electronics,Sony,85738,4.1,Sony electronics product with premium features.,Seller_373,Kolkata,Telangana,105,40
P04703,Boat Electronic Model 7875,Electronics,Boat,147161,4.5,Boat electronics product with premium features.,Seller_383,Pune,West Bengal,255,22
P04704,Samsung Home Appliance Model 9854,Home Appliances,Samsung,78295,4.6,Samsung home appliances product with premium features.,Seller_431,Kolkata,Karnataka,485,53
P04705,Boat Electronic Model 3105,Electronics,Boat,99619,3.2,Boat electronics product with premium features.,Seller_313,Bengaluru,West Bengal,207,30
P04706,Apple Mobile Model 6569,Mobiles,Apple,46450,4.7,Apple mobiles product with premium features.,Seller_470,Ahmedabad,Karnataka,201,38
P04707,Levis Clothin Model 9604,Clothing,Levis,10325,4.2,Levis clothing product with premium features.,Seller_33,Chennai,Telangana,455,51
P04708,HP Laptop Model 1110,Laptops,HP,103548,3.4,HP laptops product with premium features.,Seller_75,Mumbai,Gujarat,27,45
P04709,Boat Electronic Model 6470,Electronics,Boat,68188,3.1,Boat electronics product with premium features.,Seller_262,Ahmedabad,Gujarat,379,7
P04710,Roadster Clothin Model 1871,Clothing,Roadster,23998,3.4,Roadster clothing product with premium features.,Seller_335,Chennai,Gujarat,442,25
P04711,Noise Electronic Model 4136,Electronics,Noise,109250,3.7,Noise electronics product with premium features.,Seller_82,Ahmedabad,West Bengal,454,20
P04712,Whirlpool Home Appliance Model 9614,Home Appliances,Whirlpool,142938,3.8,Whirlpool home appliances product with premium features.,Seller_236,Ahmedabad,West Bengal,31,42
P04713,Allen Solly Clothin Model 8567,Clothing,Allen Solly,9980,3.9,Allen Solly clothing product with premium features.,Seller_94,Kolkata,Tamil Nadu,391,12
